timestamp,session_number,user_range,duration_seconds,total_requests,successful_requests,failed_requests,success_rate_percent,avg_latency_ms,throughput_req_per_sec,test_start_time,test_end_time
2025-10-24 20:46:52,1,10-1000,30,418,142,276,33.97,150,13.93,2025-10-24 20:46:22,2025-10-24 20:46:52
2025-10-24 20:47:22,2,10-1000,30,425,153,272,36.00,150,14.17,2025-10-24 20:46:52,2025-10-24 20:47:22
