timestamp,session_number,user_range,duration_seconds,total_requests,successful_requests,failed_requests,success_rate_percent,avg_latency_ms,throughput_req_per_sec,test_start_time,test_end_time
2025-10-24 20:48:27,1,10-1000,30,314,314,0,100.00,150,10.47,2025-10-24 20:47:57,2025-10-24 20:48:27
2025-10-24 20:48:57,2,10-1000,30,324,324,0,100.00,150,10.80,2025-10-24 20:48:27,2025-10-24 20:48:57
2025-10-24 20:49:27,3,10-1000,30,322,322,0,100.00,150,10.73,2025-10-24 20:48:57,2025-10-24 20:49:27
2025-10-24 20:49:57,4,10-1000,30,325,325,0,100.00,150,10.83,2025-10-24 20:49:27,2025-10-24 20:49:57
2025-10-24 20:50:27,5,10-1000,30,326,326,0,100.00,150,10.87,2025-10-24 20:49:57,2025-10-24 20:50:27
2025-10-24 20:50:57,6,10-1000,30,330,330,0,100.00,150,11.00,2025-10-24 20:50:27,2025-10-24 20:50:57
2025-10-24 20:51:27,7,10-1000,30,325,325,0,100.00,150,10.83,2025-10-24 20:50:57,2025-10-24 20:51:27
2025-10-24 20:51:57,8,10-1000,30,327,327,0,100.00,150,10.90,2025-10-24 20:51:27,2025-10-24 20:51:57
2025-10-24 20:52:27,9,10-1000,30,331,331,0,100.00,150,11.03,2025-10-24 20:51:57,2025-10-24 20:52:27
2025-10-24 20:52:57,10,10-1000,30,330,330,0,100.00,150,11.00,2025-10-24 20:52:27,2025-10-24 20:52:57
